"exp_index","subject","scenario","person","responsibility_openness","responsibility_conscientiousness","responsibility_extraversion","responsibility_agreeableness","responsibility_neuroticism","openness","conscientiousness","extraversion","agreeableness","neuroticism","total_failed_attention_checks"
"exp2",88,12,1,14,22,1,61,12,20,40,0,60,20,0
"exp2",88,12,2,0,93,89,92,0,0,100,80,80,0,0
"exp2",88,12,3,38,32,0,21,21,20,20,0,40,40,0
"exp2",88,12,4,23,12,72,60,0,40,20,80,60,0,0
"exp2",88,12,5,9,22,0,94,0,20,40,0,100,20,0
"exp2",88,13,1,0,12,0,88,4,0,40,0,100,20,0
"exp2",88,13,2,89,74,48,6,12,100,80,60,20,80,0
"exp2",88,13,3,90,77,29,64,3,100,60,40,80,20,0
"exp2",88,13,4,42,40,52,82,10,40,40,60,80,100,0
"exp2",88,13,5,0,89,0,60,6,0,100,0,60,40,0
"exp2",88,14,1,68,29,68,68,13,80,40,80,80,100,0
"exp2",88,14,2,1,40,21,80,5,0,60,40,100,40,0
"exp2",88,14,3,0,70,0,8,2,0,80,0,20,40,0
"exp2",88,14,4,23,68,0,23,11,40,80,0,40,80,0
"exp2",88,14,5,39,35,78,70,10,40,40,80,60,100,0
"exp2",88,15,1,79,15,11,40,18,60,40,20,80,80,0
"exp2",88,15,2,90,67,0,1,0,100,80,0,0,80,0
"exp2",88,15,3,40,44,78,16,26,60,60,80,20,100,0
"exp2",88,15,4,63,84,48,21,8,60,80,80,40,60,0
"exp2",88,15,5,91,63,17,13,4,100,60,40,20,20,0
"exp2",88,16,1,0,19,0,79,61,0,40,0,100,60,0
"exp2",88,16,2,61,0,73,51,27,40,0,40,100,60,0
"exp2",88,16,3,79,19,91,34,40,80,40,80,80,40,0
"exp2",88,16,4,87,14,16,63,87,80,40,20,100,100,0
"exp2",88,16,5,89,77,29,45,89,60,60,40,80,100,0
"exp2",88,17,1,60,40,68,59,1,80,60,100,80,0,0
"exp2",88,17,2,48,0,5,0,20,60,0,20,0,40,0
"exp2",88,17,3,4,72,60,1,35,20,80,80,0,60,0
"exp2",88,17,4,11,79,70,10,31,0,100,100,40,60,0
"exp2",88,17,5,38,89,49,69,5,100,60,100,100,20,0
"exp2",88,18,1,0,55,0,0,89,0,40,0,0,100,0
"exp2",88,18,2,69,1,36,32,86,60,0,40,40,80,0
"exp2",88,18,3,1,0,60,20,1,0,0,40,100,0,0
"exp2",88,18,4,77,0,53,20,68,60,0,40,80,60,0
"exp2",88,18,5,0,11,13,13,44,0,40,20,20,40,0
"exp2",88,19,1,35,61,48,68,0,80,60,60,60,0,0
"exp2",88,19,2,23,79,61,90,25,40,80,100,100,40,0
"exp2",88,19,3,1,94,11,85,40,0,80,20,80,40,0
"exp2",88,19,4,23,72,7,26,34,40,60,20,40,20,0
"exp2",88,19,5,17,97,58,0,0,80,100,100,0,0,0
"exp2",88,20,1,0,10,20,32,69,0,20,100,40,80,0
"exp2",88,20,2,41,70,19,12,77,100,20,80,100,60,0
"exp2",88,20,3,1,22,18,37,20,0,60,100,80,40,0
"exp2",88,20,4,10,49,12,72,20,20,80,100,100,40,0
"exp2",88,20,5,1,0,11,30,37,0,20,40,80,60,0
"exp2",89,1,1,44,100,54,36,25,60,80,40,60,20,0
"exp2",89,1,2,34,100,9,39,63,40,80,0,60,20,0
"exp2",89,1,3,94,17,100,16,56,80,20,100,20,40,0
"exp2",89,1,4,93,22,99,52,2,80,20,80,100,100,0
"exp2",89,1,5,76,92,100,86,86,60,80,100,100,0,0
"exp2",89,2,1,70,100,50,100,13,60,0,40,0,20,0
"exp2",89,2,2,69,69,89,69,12,0,60,20,100,100,0
"exp2",89,2,3,60,79,100,60,40,60,80,100,60,40,0
"exp2",89,2,4,30,89,40,25,53,20,100,60,20,80,0
"exp2",89,2,5,32,100,20,81,10,20,100,0,40,60,0
"exp2",89,3,1,100,45,88,14,83,60,20,60,0,20,0
"exp2",89,3,2,34,80,35,53,74,40,60,0,100,20,0
"exp2",89,3,3,43,34,24,44,56,40,40,20,20,40,0
"exp2",89,3,4,63,24,28,37,33,60,0,20,60,80,0
"exp2",89,3,5,73,50,91,52,45,80,40,80,60,80,0
"exp2",89,4,1,80,6,100,78,100,80,0,80,100,100,0
"exp2",89,4,2,100,19,45,33,30,80,20,40,20,0,0
"exp2",89,4,3,92,32,23,21,48,80,100,20,20,20,0
"exp2",89,4,4,27,23,27,28,85,20,20,20,40,0,0
"exp2",89,4,5,30,14,16,45,82,20,40,20,40,80,0
"exp2",89,5,1,26,16,24,69,23,80,0,20,40,40,0
"exp2",89,5,2,46,44,66,45,63,100,0,100,40,80,0
"exp2",89,5,3,55,57,17,95,40,40,20,0,100,60,0
"exp2",89,5,4,51,12,9,75,47,100,0,0,60,40,0
"exp2",89,5,5,14,78,26,63,24,0,40,80,60,40,0
"exp2",89,6,1,52,84,83,63,15,40,60,80,20,100,0
"exp2",89,6,2,17,92,36,7,15,0,80,100,0,60,0
"exp2",89,6,3,25,92,7,10,16,40,80,40,100,80,0
"exp2",89,6,4,27,76,5,43,63,100,60,0,80,0,0
"exp2",89,6,5,8,72,27,35,17,0,40,100,80,40,0
"exp2",89,7,1,44,88,73,26,63,40,60,60,20,0,0
"exp2",89,7,2,54,19,11,22,99,40,0,0,60,100,0
"exp2",89,7,3,60,93,22,19,15,40,80,40,0,20,0
"exp2",89,7,4,83,7,63,15,25,80,0,100,20,40,0
"exp2",89,7,5,72,81,73,8,55,60,60,80,20,60,0
"exp2",89,8,1,24,25,16,56,25,20,20,0,40,40,0
"exp2",89,8,2,23,86,15,83,9,40,60,60,80,20,0
"exp2",89,8,3,13,92,12,91,6,20,60,100,100,60,0
"exp2",89,8,4,5,100,9,28,16,20,100,20,40,20,0
"exp2",89,8,5,10,21,25,81,18,0,20,100,60,100,0
"exp2",89,9,1,69,28,54,31,63,60,80,40,80,40,0
"exp2",89,9,2,72,20,5,54,7,60,20,0,60,80,0
"exp2",89,9,3,0,8,24,63,25,0,0,20,80,60,0
"exp2",89,9,4,100,83,85,9,18,100,60,60,0,40,0
"exp2",89,9,5,10,10,100,17,19,20,20,80,40,80,0
"exp2",89,10,1,100,35,100,25,29,80,20,60,20,40,0
"exp2",89,10,2,95,53,35,31,25,80,80,20,80,80,0
"exp2",89,10,3,64,45,45,18,15,40,40,0,0,0,0
"exp2",89,10,4,45,72,59,24,5,20,80,40,0,0,0
"exp2",89,10,5,37,32,100,15,14,20,20,80,0,40,0
"exp2",89,11,1,59,100,89,51,13,0,100,60,20,100,0
"exp2",89,11,2,100,100,100,97,12,100,80,100,60,60,0
"exp2",89,11,3,100,100,100,90,16,100,80,100,60,60,0
"exp2",89,11,4,100,23,56,52,15,100,40,40,40,0,0
"exp2",89,11,5,100,100,100,95,10,100,100,100,80,60,0
"exp2",89,12,1,65,15,63,7,26,20,20,40,0,80,0
"exp2",89,12,2,67,22,82,75,98,60,40,80,60,0,0
"exp2",89,12,3,45,17,46,76,32,40,20,40,100,60,0
"exp2",89,12,4,35,35,32,45,74,20,20,20,60,20,0
"exp2",89,12,5,85,43,76,75,43,80,80,60,100,100,0
"exp2",89,13,1,100,33,46,27,87,100,40,40,20,0,0
"exp2",89,13,2,5,44,35,37,34,0,80,40,80,40,0
"exp2",89,13,3,100,19,73,34,100,100,60,100,80,100,0
"exp2",89,13,4,98,26,26,25,26,100,40,40,20,20,0
"exp2",89,13,5,74,22,13,3,26,60,100,20,0,40,0
"exp2",89,14,1,100,0,100,17,14,80,0,80,40,0,0
"exp2",89,14,2,39,10,5,27,53,40,40,0,40,60,0
"exp2",89,14,3,100,26,68,16,74,100,80,40,40,80,0
"exp2",89,14,4,100,15,61,15,100,100,20,40,80,100,0
"exp2",89,14,5,100,27,2,16,75,100,60,0,20,80,0
"exp2",89,15,1,49,11,73,45,93,40,0,100,40,100,0
"exp2",89,15,2,74,16,54,65,47,60,0,100,100,20,0
"exp2",89,15,3,45,18,32,51,66,40,40,40,100,60,0
"exp2",89,15,4,90,43,29,46,73,80,100,40,80,80,0
"exp2",89,15,5,63,36,46,24,26,80,0,60,60,40,0
"exp2",89,16,1,32,26,93,43,89,20,100,80,60,100,0
"exp2",89,16,2,52,18,51,16,86,40,80,20,80,80,0
"exp2",89,16,3,100,32,90,33,100,100,20,100,20,0,0
"exp2",89,16,4,25,15,14,16,100,20,0,0,40,100,0
"exp2",89,16,5,100,25,100,23,27,100,40,100,80,60,0
"exp2",89,17,1,24,68,21,16,13,40,60,40,0,20,0
"exp2",89,17,2,8,73,63,53,81,80,60,100,100,100,0
"exp2",89,17,3,24,78,36,38,11,100,80,80,0,0,0
"exp2",89,17,4,17,4,24,44,12,20,0,100,60,20,0
"exp2",89,17,5,65,77,1,14,59,40,80,0,80,60,0
"exp2",89,18,1,12,84,16,16,15,20,60,20,60,20,0
"exp2",89,18,2,100,54,74,32,46,80,80,60,60,40,0
"exp2",89,18,3,68,91,14,61,17,20,100,0,20,40,0
"exp2",89,18,4,83,77,34,47,17,60,80,60,40,40,0
"exp2",89,18,5,13,73,5,64,42,0,60,0,80,0,0
"exp2",89,19,1,16,84,41,16,63,20,80,40,0,0,0
"exp2",89,19,2,39,96,5,24,30,60,80,0,0,20,0
"exp2",89,19,3,39,93,49,45,34,100,80,80,20,40,0
"exp2",89,19,4,20,25,63,63,63,80,20,100,80,80,0
"exp2",89,19,5,46,73,50,88,57,60,60,60,100,80,0
"exp2",89,20,1,8,16,16,17,83,0,0,0,60,60,0
"exp2",89,20,2,74,37,16,22,25,80,20,80,20,20,0
"exp2",89,20,3,23,72,19,32,17,20,60,100,40,20,0
"exp2",89,20,4,33,44,24,33,84,100,20,40,40,80,0
"exp2",89,20,5,37,15,14,26,95,60,0,20,100,80,0
"exp2",90,1,1,65,59,60,63,14,40,20,60,60,80,0
"exp2",90,1,2,72,49,35,53,18,100,100,60,60,0,0
"exp2",90,1,3,69,52,52,63,16,60,40,40,80,80,0
"exp2",90,1,4,74,63,58,61,39,40,40,40,80,20,0
"exp2",90,1,5,76,82,74,74,26,0,0,100,60,20,0
"exp2",90,2,1,81,68,75,61,3,0,100,60,40,20,0
"exp2",90,2,2,65,63,73,73,5,80,80,100,20,80,0
"exp2",90,2,3,74,69,59,62,2,80,20,60,20,60,0
"exp2",90,2,4,61,86,78,74,0,60,80,60,20,100,0
"exp2",90,2,5,68,68,54,55,6,60,40,40,40,0,0
"exp2",90,3,1,90,92,89,96,1,60,100,60,60,0,0
"exp2",90,3,2,90,86,84,75,0,20,40,40,80,80,0
"exp2",90,3,3,88,97,93,79,19,20,40,80,0,80,0
"exp2",90,3,4,85,81,76,79,17,20,80,60,60,60,0
"exp2",90,3,5,84,88,74,79,24,60,40,60,100,80,0
"exp2",90,4,1,81,96,94,83,24,20,100,20,100,60,0
"exp2",90,4,2,91,97,86,71,21,40,20,60,40,60,0
"exp2",90,4,3,82,96,98,81,16,80,80,60,60,20,0
"exp2",90,4,4,81,70,83,73,23,40,20,80,40,100,0
"exp2",90,4,5,84,93,99,78,24,40,20,0,20,20,0
"exp2",90,5,1,60,69,39,71,7,20,40,60,20,100,0
"exp2",90,5,2,71,55,48,66,19,60,0,20,100,0,0
"exp2",90,5,3,63,61,57,63,5,20,100,20,20,60,0
"exp2",90,5,4,59,53,53,54,5,40,40,20,0,60,0
"exp2",90,5,5,66,63,58,59,68,100,60,0,60,20,0
"exp2",90,6,1,79,78,58,54,81,0,40,100,60,60,0
"exp2",90,6,2,59,63,52,45,80,20,100,60,0,80,0
"exp2",90,6,3,66,63,53,35,75,0,20,0,80,40,0
"exp2",90,6,4,59,46,50,46,61,100,20,20,40,20,0
"exp2",90,6,5,59,53,35,41,58,100,0,80,100,20,0
"exp2",90,7,1,70,80,96,70,24,40,60,20,40,60,0
"exp2",90,7,2,77,98,90,74,24,80,80,80,100,40,0
"exp2",90,7,3,78,69,70,70,39,20,0,20,20,0,0
"exp2",90,7,4,72,69,67,68,8,20,40,40,20,60,0
"exp2",90,7,5,74,84,89,78,35,40,20,100,80,40,0
"exp2",90,8,1,63,89,37,74,11,0,20,60,40,80,0
"exp2",90,8,2,63,71,28,51,19,0,40,100,60,40,0
"exp2",90,8,3,79,53,49,74,10,20,40,80,100,40,0
"exp2",90,8,4,82,69,74,72,25,60,40,60,40,0,0
"exp2",90,8,5,75,75,46,51,5,40,100,60,60,0,0
"exp2",90,9,1,63,63,75,79,4,40,80,40,40,0,0
"exp2",90,9,2,71,87,92,67,26,40,40,20,0,20,0
"exp2",90,9,3,66,63,63,58,22,20,20,100,60,60,0
"exp2",90,9,4,75,84,70,63,16,40,60,100,0,40,0
"exp2",90,9,5,78,73,69,90,26,20,20,0,20,80,0
"exp2",90,10,1,61,65,54,59,59,60,60,60,80,0,0
"exp2",90,10,2,53,64,42,53,34,100,100,20,0,80,0
"exp2",90,10,3,63,58,53,47,45,20,100,20,0,0,0
"exp2",90,10,4,67,60,72,55,22,80,20,80,20,100,0
"exp2",90,10,5,74,66,53,59,27,100,80,0,60,100,0
"exp2",90,11,1,6,59,40,53,11,100,0,60,100,40,0
"exp2",90,11,2,50,61,50,63,5,40,60,40,60,80,0
"exp2",90,11,3,61,58,50,55,16,100,60,0,0,0,0
"exp2",90,11,4,36,53,44,45,0,60,80,20,40,100,0
"exp2",90,11,5,63,63,51,51,5,40,80,20,20,80,0
"exp2",90,12,1,94,77,90,89,8,20,100,60,60,100,0
"exp2",90,12,2,89,88,84,86,14,60,0,0,60,0,0
"exp2",90,12,3,79,82,89,95,21,80,0,60,20,40,0
"exp2",90,12,4,84,71,73,99,18,40,40,100,60,100,0
"exp2",90,12,5,81,79,89,74,23,0,100,40,60,60,0
"exp2",90,13,1,74,67,63,63,17,0,100,0,80,0,0
"exp2",90,13,2,81,73,66,59,5,40,20,80,20,80,0
"exp2",90,13,3,74,52,57,63,4,20,40,80,20,60,0
"exp2",90,13,4,63,56,57,57,7,60,40,40,80,20,0
"exp2",90,13,5,74,59,59,71,4,100,40,80,40,40,0
"exp2",90,14,1,79,30,60,69,11,60,40,80,60,60,0
"exp2",90,14,2,61,50,61,59,15,60,20,100,60,60,0
"exp2",90,14,3,54,61,32,61,15,40,100,60,60,40,0
"exp2",90,14,4,69,52,63,61,15,20,0,100,0,100,0
"exp2",90,14,5,63,69,60,58,18,80,80,100,40,100,0
"exp2",90,15,1,87,78,49,82,14,20,40,80,60,20,0
"exp2",90,15,2,80,80,30,86,6,0,80,60,100,100,0
"exp2",90,15,3,97,91,42,49,2,60,80,60,80,40,0
"exp2",90,15,4,77,77,70,98,10,20,100,80,0,0,0
"exp2",90,15,5,79,66,55,99,1,60,0,60,20,60,0
"exp2",90,16,1,98,32,76,52,7,40,80,40,0,80,0
"exp2",90,16,2,72,28,92,90,1,20,100,0,0,80,0
"exp2",90,16,3,32,53,78,44,0,60,20,20,20,100,0
"exp2",90,16,4,40,17,0,79,15,60,80,100,0,80,0
"exp2",90,16,5,40,29,15,99,0,40,40,80,0,100,0
"exp2",90,17,1,63,57,54,41,4,100,100,40,40,80,0
"exp2",90,17,2,56,63,44,45,10,40,20,60,100,20,0
"exp2",90,17,3,63,52,58,74,2,0,60,80,80,0,0
"exp2",90,17,4,54,51,47,20,0,80,80,40,80,40,0
"exp2",90,17,5,33,61,53,10,86,0,60,60,20,20,0
"exp2",90,18,1,51,42,68,58,33,60,100,60,100,100,0
"exp2",90,18,2,83,73,86,84,31,60,20,0,20,20,0
"exp2",90,18,3,90,79,76,79,21,40,40,80,100,60,0
"exp2",90,18,4,75,78,70,79,13,100,100,0,40,60,0
"exp2",90,18,5,88,79,75,76,20,40,0,20,40,40,0
"exp2",90,19,1,6,35,46,14,6,100,60,40,100,0,0
"exp2",90,19,2,41,7,4,81,4,40,100,80,0,80,0
"exp2",90,19,3,42,25,50,25,4,40,60,20,60,60,0
"exp2",90,19,4,41,15,0,41,3,40,80,100,60,20,0
"exp2",90,19,5,23,19,37,94,0,60,80,40,0,100,0
"exp2",90,20,1,27,26,30,30,14,80,60,20,80,80,0
"exp2",90,20,2,25,29,29,30,51,40,40,100,100,0,0
"exp2",90,20,3,28,33,22,26,51,100,100,0,0,20,0
"exp2",90,20,4,37,35,33,49,58,100,60,80,0,0,0
"exp2",90,20,5,29,39,28,26,22,20,100,100,80,40,0
"exp2",91,1,1,22,78,60,88,10,20,100,80,60,100,0
"exp2",91,1,2,21,10,24,92,7,40,0,20,100,0,0
"exp2",91,1,3,0,83,10,91,16,0,100,0,100,80,0
"exp2",91,1,4,1,43,23,83,19,0,40,20,80,20,0
"exp2",91,1,5,10,20,89,67,27,20,20,100,60,80,0
"exp2",91,2,1,22,53,15,4,24,80,100,20,0,80,0
"exp2",91,2,2,11,4,43,22,31,60,0,60,40,80,0
"exp2",91,2,3,11,43,24,54,13,20,60,40,100,20,0
"exp2",91,2,4,8,42,53,14,33,20,60,100,20,60,0
"exp2",91,2,5,10,61,22,12,0,20,100,40,20,0,0
"exp2",91,3,1,22,40,90,80,29,60,60,100,80,60,0
"exp2",91,3,2,10,29,71,74,51,40,40,60,60,100,0
"exp2",91,3,3,0,21,32,42,3,0,40,20,40,20,0
"exp2",91,3,4,20,30,41,54,42,80,60,20,0,20,0
"exp2",91,3,5,22,80,14,85,62,40,100,0,80,100,0
"exp2",91,4,1,21,72,79,69,21,20,60,80,60,60,0
"exp2",91,4,2,60,21,79,48,12,80,20,80,40,40,0
"exp2",91,4,3,73,49,10,24,11,100,60,0,20,40,0
"exp2",91,4,4,60,41,80,88,20,60,40,80,100,60,0
"exp2",91,4,5,22,12,61,20,12,40,20,60,20,100,0
"exp2",91,5,1,12,60,13,16,14,40,40,100,40,80,0
"exp2",91,5,2,21,81,80,33,10,40,80,40,100,60,0
"exp2",91,5,3,42,50,12,33,30,100,40,40,80,100,0
"exp2",91,5,4,0,15,43,23,12,0,0,60,40,60,0
"exp2",91,5,5,23,43,30,22,13,40,20,60,40,40,0
"exp2",91,6,1,12,11,6,11,6,0,0,0,20,40,0
"exp2",91,6,2,60,78,10,0,29,60,60,20,0,80,0
"exp2",91,6,3,21,88,34,39,14,20,100,60,100,20,0
"exp2",91,6,4,21,78,51,40,12,20,80,100,60,40,0
"exp2",91,6,5,2,11,40,30,22,0,0,80,100,80,0
"exp2",91,7,1,34,88,43,15,35,40,100,80,0,60,0
"exp2",91,7,2,43,81,10,54,30,60,80,0,60,60,0
"exp2",91,7,3,30,14,16,77,22,80,0,0,100,20,0
"exp2",91,7,4,13,89,12,12,59,20,100,60,20,100,0
"exp2",91,7,5,20,10,73,54,45,40,0,100,60,60,0
"exp2",91,8,1,8,16,59,27,0,100,60,100,80,0,0
"exp2",91,8,2,6,37,21,4,16,80,80,0,60,0,0
"exp2",91,8,3,24,32,38,1,2,100,80,40,80,40,0
"exp2",91,8,4,4,26,68,16,5,80,60,0,20,20,0
"exp2",91,8,5,12,25,57,7,33,80,0,20,60,40,0
"exp2",91,9,1,2,11,12,4,25,0,80,0,0,100,0
"exp2",91,9,2,3,10,15,6,11,0,100,0,0,80,0
"exp2",91,9,3,20,20,13,30,5,60,60,0,100,0,0
"exp2",91,9,4,13,12,39,30,11,40,60,40,100,40,0
"exp2",91,9,5,21,2,50,27,15,80,0,80,40,40,0
"exp2",91,10,1,31,2,41,23,3,80,0,20,60,0,0
"exp2",91,10,2,21,11,32,22,23,60,60,20,100,80,0
"exp2",91,10,3,13,14,44,22,24,20,40,60,80,80,0
"exp2",91,10,4,11,5,62,2,32,40,0,60,0,80,0
"exp2",91,10,5,32,22,2,0,14,60,40,0,0,20,0
"exp2",91,11,1,33,24,15,13,5,80,100,0,40,20,0
"exp2",91,11,2,24,8,72,10,34,40,20,60,40,100,0
"exp2",91,11,3,32,40,50,20,11,40,80,20,20,0,0
"exp2",91,11,4,12,30,89,23,51,0,80,100,20,80,0
"exp2",91,11,5,60,33,13,1,58,100,80,0,0,100,0
"exp2",91,12,1,32,22,70,61,12,40,40,60,100,20,0
"exp2",91,12,2,12,5,41,53,34,0,0,20,60,80,0
"exp2",91,12,3,51,74,14,41,21,60,100,0,60,40,0
"exp2",91,12,4,63,54,70,15,13,80,100,100,20,20,0
"exp2",91,12,5,44,41,53,35,1,40,40,60,60,0,0
"exp2",91,13,1,71,22,0,12,3,60,40,0,80,40,0
"exp2",91,13,2,90,15,15,5,5,80,20,80,20,100,0
"exp2",91,13,3,1,11,1,1,1,0,20,20,0,40,0
"exp2",91,13,4,91,28,34,4,2,80,100,80,0,40,0
"exp2",91,13,5,100,29,23,0,2,100,100,60,40,20,0
"exp2",91,14,1,23,40,5,40,34,20,80,60,40,0,0
"exp2",91,14,2,42,44,6,12,1,40,60,40,20,100,0
"exp2",91,14,3,9,21,23,14,0,0,0,20,40,20,0
"exp2",91,14,4,5,5,25,19,13,80,40,0,60,80,0
"exp2",91,14,5,13,14,39,69,16,60,0,20,60,60,0
"exp2",91,15,1,80,20,11,16,19,60,80,100,60,100,0
"exp2",91,15,2,81,12,16,17,21,60,0,40,60,40,0
"exp2",91,15,3,1,53,2,10,39,0,100,0,20,80,0
"exp2",91,15,4,92,10,29,21,11,60,0,60,100,40,0
"exp2",91,15,5,21,60,23,15,1,20,80,20,40,0,0
"exp2",91,16,1,0,43,23,1,2,0,100,40,0,0,0
"exp2",91,16,2,61,23,85,44,23,60,40,100,100,60,0
"exp2",91,16,3,42,22,24,4,25,20,80,20,0,80,0
"exp2",91,16,4,43,21,0,42,0,20,40,0,100,0,0
"exp2",91,16,5,23,25,14,40,20,40,20,80,80,60,0
"exp2",91,17,1,21,13,43,30,12,40,20,80,100,0,0
"exp2",91,17,2,2,11,23,22,53,0,40,60,80,40,0
"exp2",91,17,3,23,16,13,20,70,100,40,40,80,60,0
"exp2",91,17,4,1,11,2,25,72,0,80,0,60,40,0
"exp2",91,17,5,17,20,15,16,88,20,60,40,60,100,0
"exp2",91,18,1,72,43,15,24,4,60,60,0,60,0,0
"exp2",91,18,2,69,68,13,17,5,100,40,100,100,40,0
"exp2",91,18,3,16,1,2,9,29,20,0,40,20,40,0
"exp2",91,18,4,79,39,58,11,20,100,80,80,20,20,0
"exp2",91,18,5,69,12,20,12,38,80,0,20,40,40,0
"exp2",91,19,1,12,21,13,0,100,40,80,40,0,80,0
"exp2",91,19,2,12,13,13,1,3,100,40,60,0,0,0
"exp2",91,19,3,14,14,12,21,51,80,40,20,100,40,0
"exp2",91,19,4,14,14,14,14,63,60,80,80,60,80,0
"exp2",91,19,5,11,14,14,16,61,80,40,100,20,40,0
"exp2",91,20,1,12,25,12,5,86,20,60,20,0,100,0
"exp2",91,20,2,21,58,12,12,88,100,80,80,100,60,0
"exp2",91,20,3,81,60,9,12,88,100,60,20,60,20,0
"exp2",91,20,4,13,30,11,10,62,40,40,80,20,40,0
"exp2",91,20,5,20,28,21,7,79,100,60,100,0,80,0
"exp2",92,1,1,0,95,0,0,0,20,80,0,0,60,0
"exp2",92,1,2,4,22,23,12,4,20,20,20,20,80,0
"exp2",92,1,3,0,76,75,40,0,20,60,60,60,20,0
"exp2",92,1,4,0,100,0,50,11,0,100,0,80,80,0
"exp2",92,1,5,0,88,72,21,0,0,80,100,40,60,0
"exp2",92,2,1,0,5,73,30,0,0,20,60,40,60,0
"exp2",92,2,2,16,39,0,50,0,20,80,0,40,20,0
"exp2",92,2,3,84,19,69,0,0,100,80,60,0,80,0
"exp2",92,2,4,29,0,93,41,0,40,0,100,60,80,0
"exp2",92,2,5,27,26,49,79,0,40,60,40,100,0,0
"exp2",92,3,1,0,100,89,0,0,60,100,80,20,60,0
"exp2",92,3,2,0,100,29,0,0,20,100,40,80,80,0
"exp2",92,3,3,0,100,30,0,0,20,100,40,40,100,0
"exp2",92,3,4,11,0,49,0,0,60,0,40,20,20,0
"exp2",92,3,5,0,94,79,0,0,60,80,80,20,100,0
"exp2",92,4,1,74,76,0,0,0,80,60,0,0,0,0
"exp2",92,4,2,4,0,86,0,0,20,0,80,0,0,0
"exp2",92,4,3,46,7,94,82,0,80,20,80,80,0,0
"exp2",92,4,4,27,64,35,18,21,40,80,40,40,100,0
"exp2",92,4,5,36,5,93,26,5,80,20,100,40,60,0
"exp2",92,5,1,0,0,0,0,7,40,0,60,40,20,0
"exp2",92,5,2,0,100,0,5,16,20,100,80,40,40,0
"exp2",92,5,3,0,16,0,0,15,100,20,60,20,40,0
"exp2",92,5,4,0,0,0,13,14,100,0,80,40,40,0
"exp2",92,5,5,0,45,0,22,59,60,40,0,60,100,0
"exp2",92,6,1,38,93,0,0,0,100,60,80,20,0,0
"exp2",92,6,2,50,83,0,0,0,60,80,100,60,0,0
"exp2",92,6,3,16,96,0,0,0,20,80,40,0,0,0
"exp2",92,6,4,26,42,0,0,65,40,40,0,100,80,0
"exp2",92,6,5,66,0,0,0,0,60,0,80,20,0,0
"exp2",92,7,1,100,21,16,36,10,80,40,80,40,100,0
"exp2",92,7,2,15,0,50,4,26,20,0,80,20,60,0
"exp2",92,7,3,66,0,25,34,30,60,20,80,100,100,0
"exp2",92,7,4,19,0,40,0,8,20,0,80,20,40,0
"exp2",92,7,5,63,0,0,26,4,60,20,20,100,20,0
"exp2",92,8,1,52,93,0,20,78,100,60,60,100,80,0
"exp2",92,8,2,0,94,0,4,0,20,80,80,40,0,0
"exp2",92,8,3,0,16,0,0,87,0,20,100,0,100,0
"exp2",92,8,4,30,49,0,19,68,80,40,20,100,80,0
"exp2",92,8,5,0,0,0,11,75,20,20,100,40,80,0
"exp2",92,9,1,95,20,0,84,0,80,80,0,80,0,0
"exp2",92,9,2,94,4,100,16,0,80,100,100,60,0,0
"exp2",92,9,3,88,5,68,2,0,80,60,60,20,60,0
"exp2",92,9,4,4,0,78,0,0,20,40,60,0,0,0
"exp2",92,9,5,100,0,3,25,0,100,0,20,100,80,0
"exp2",92,10,1,76,0,21,0,0,60,40,20,100,0,0
"exp2",92,10,2,45,0,86,0,0,40,20,80,40,0,0
"exp2",92,10,3,67,0,0,0,21,80,40,20,100,60,0
"exp2",92,10,4,35,0,88,0,0,40,20,100,20,20,0
"exp2",92,10,5,10,1,94,0,29,20,80,100,20,100,0
"exp2",92,11,1,0,15,100,0,0,0,40,100,0,60,0
"exp2",92,11,2,74,5,59,15,0,80,80,60,80,20,0
"exp2",92,11,3,0,0,93,10,0,0,20,100,40,60,0
"exp2",92,11,4,72,0,21,4,0,80,20,40,20,20,0
"exp2",92,11,5,34,4,11,4,0,40,40,20,20,20,0
"exp2",92,12,1,89,0,31,10,0,60,60,40,100,20,0
"exp2",92,12,2,94,0,100,4,0,80,100,100,60,20,0
"exp2",92,12,3,57,0,0,20,0,40,20,0,60,60,0
"exp2",92,12,4,94,0,10,11,0,80,80,20,60,60,0
"exp2",92,12,5,73,0,35,0,0,60,60,40,0,100,0
"exp2",92,13,1,0,7,0,93,12,0,40,20,100,20,0
"exp2",92,13,2,0,0,28,27,0,0,0,60,40,20,0
"exp2",92,13,3,43,6,0,58,11,40,40,0,60,40,0
"exp2",92,13,4,35,19,0,50,16,40,80,0,60,40,0
"exp2",92,13,5,30,35,0,52,5,40,100,20,60,40,0
"exp2",92,14,1,8,0,78,0,0,20,40,80,60,100,0
"exp2",92,14,2,69,0,26,0,0,60,20,60,0,20,0
"exp2",92,14,3,43,0,68,0,0,40,20,60,80,0,0
"exp2",92,14,4,0,0,11,0,0,0,80,20,20,60,0
"exp2",92,14,5,15,0,78,0,0,20,100,80,20,40,0
"exp2",92,15,1,0,21,21,30,0,0,100,80,60,20,0
"exp2",92,15,2,84,0,0,0,0,60,40,80,0,40,0
"exp2",92,15,3,100,13,0,0,0,100,60,40,0,0,0
"exp2",92,15,4,75,20,0,0,11,60,80,40,20,100,0
"exp2",92,15,5,0,40,15,25,10,0,100,40,60,40,0
"exp2",92,16,1,100,0,0,0,0,100,20,0,0,20,0
